Year,Jan,Feb,Mar,April,May,June,July,Aug,Sept,Oct,Nov,Dec
1901,34.549872159957886,7.518799543380737,4.8116044998168945,0.0,0.6713332533836365,29.34695840626955,111.10381780564785,149.8050843924284,4.4273253083229065,0.0,0.0,5.211520195007324
1902,0.0,0.0,1.1050810813903809,5.345069229602814,4.918618679046631,64.99926421046257,158.25270028412342,189.20149910449982,48.73637147247791,10.823341369628906,0.0,0.0
1903,19.399113729596138,0.0,0.16607911884784698,0.0,1.6720747351646423,0.8323637843132019,101.11742098629475,99.3491505458951,37.44920055568218,9.58322674036026,0.0,0.0
1904,3.8951828479766846,0.0,58.091574251651764,0.0,19.385131686925888,6.236296743154526,123.29971095174551,106.76570215821266,165.09360998868942,0.0,7.204291880130768,22.296600937843323
1905,35.98579593002796,15.496537193655968,12.663161009550095,11.4421706199646,18.844317100942135,28.84000337123871,83.55494022369385,44.3271391838789,95.07440435886383,0.0,0.0,0.24311736226081848
1906,1.8843601942062378,57.72657310962677,20.228352069854736,1.5928289890289307,4.334905624389648,200.68804771453142,185.20483402907848,109.17176507413387,235.5438796877861,0.0,0.0,12.661971092224121
1907,22.14907617866993,48.6104234457016,13.54124952107668,57.214158952236176,11.164885640144348,0.3081529438495636,66.95473669469357,147.67905846238136,0.0,0.0,0.0,0.0
1908,20.198730885982513,6.68560254573822,0.0,0.2727172374725342,12.558016777038574,3.6740010380744934,268.6601396203041,343.084345549345,6.571414351463318,0.0,1.5530725717544556,1.8443009853363037
1909,17.47991769015789,5.476485252380371,0.0,72.90447854995728,4.523968130350113,109.83601639419794,197.9481067582965,66.25218194723129,120.8593123704195,1.9398548603057861,0.0,43.3030891418457
1910,17.384094953536987,2.849068969488144,0.0,1.6828999668359756,6.394168019294739,12.11150649189949,151.52350898087025,160.17235676944256,145.6415445357561,88.25089526176453,0.0,0.36812952160835266
1911,65.0209755897522,0.0,47.98800328373909,0.1100546345114708,0.0,95.7865310460329,60.42942649126053,4.006165266036987,246.77734833955765,37.35480260848999,25.30305714905262,0.0
1912,35.256654500961304,21.717910766601562,13.381267070770264,11.002616450190544,7.025614351034164,2.684981867671013,169.55544487386942,263.40840271115303,213.6839702129364,0.0,0.0,0.0
1913,0.2283848375082016,39.932724952697754,18.729901164770126,1.2784277200698853,68.03351083397865,155.65910920500755,123.53056132793427,63.60848334431648,5.592639923095703,0.0,2.021989107131958,10.762418150901794
1914,0.0,2.91632741689682,12.636362224817276,20.834754526615143,35.068015336990356,27.976364254951477,359.3728396445513,113.80991600453854,211.13768915086985,19.183407306671143,6.266385555267334,0.0
1915,31.498975813388824,76.0189318060875,34.75075840950012,12.006423473358154,0.9172705709934235,19.02470177412033,155.86971390247345,87.44402615725994,75.48263191431761,2.5301076769828796,0.0,3.03890061378479
1916,0.0,32.2005250453949,0.0,5.930239126086235,11.11414098739624,96.04162628948689,196.78806611150503,309.4199953377247,164.48432090133429,35.12748110294342,0.0,0.0
1917,22.559948280453682,11.803483605384827,3.3300899863243103,35.18106523156166,112.8966811299324,75.25087434053421,98.22887291014194,162.79626643657684,308.6979333758354,68.59362602233887,0.0,2.3738454580307007
1918,9.83273458480835,0.0,15.322328850626945,17.011090517044067,12.651928901672363,57.97638459503651,10.255824320018291,118.41934008896351,16.407955646514893,0.0,0.0,0.0
1919,117.17107453942299,7.341545403003693,16.303146839141846,0.40763533115386963,20.18009965121746,5.255995482206345,91.31267385929823,195.12983793020248,93.05158580839634,0.0,0.913269579410553,32.9087393283844
1920,15.284211158752441,9.643851488828659,33.94903028011322,0.1430710107088089,31.67042511701584,113.8694239705801,307.17888101935387,13.518773585557938,0.0,0.0,0.0,0.0
1921,46.89620544016361,0.0,0.0,0.0,0.0,20.872043251991272,114.19466938078403,268.5519130527973,109.54552221298218,43.525383949279785,0.0,0.0
1922,32.529215693473816,19.56423020362854,0.0,0.4952458590269089,0.0,63.75589069724083,194.04966959357262,125.2106332629919,343.3946074694395,7.177924156188965,0.0,36.542276591062546
1923,7.6268086433410645,57.77369233965874,0.0,0.0,23.268185049295425,0.0,230.43143920600414,316.0913519784808,79.8537206351757,18.07342091202736,0.11409226059913635,37.42541545629501
1924,74.20076012611389,13.558302998542786,4.928454160690308,0.0,12.187929600477219,34.18271464109421,76.58127290010452,137.12785106897354,331.00931181013584,35.181684494018555,4.034206509590149,10.22147287428379
1925,3.4842060804367065,0.0,0.1430710107088089,1.4552141427993774,5.388675481081009,102.40441700816154,310.4894126653671,89.85480172932148,6.485228694975376,0.8123785555362701,13.438664436340332,0.0
1926,10.244450360536575,4.247304052114487,42.35203367471695,13.869078516960144,22.279508620500565,2.875166654586792,305.4887539744377,202.5433193743229,34.60293287038803,3.692765712738037,0.9664590954780579,0.5656993985176086
1927,0.0,37.37022949755192,27.285234451293945,6.344006285071373,13.414463698863983,8.695190101861954,184.27108624577522,282.6046399474144,35.01204326748848,42.909700870513916,0.0,13.17017936706543
1928,29.34579360485077,55.53453400731087,4.426955223083496,26.172428369522095,6.831669211387634,39.818828508257866,75.89813286066055,16.96866676211357,16.13831901550293,35.313331604003906,13.030380845069885,25.76619052886963
1929,5.509802341461182,0.0,0.0,20.89829659461975,2.4230817556381226,34.89582657814026,147.91415879130363,104.03526797890663,45.20745635032654,1.8702586591243744,0.0,18.361282408237457
1930,57.83008214831352,10.5970953181386,0.0,1.6528891324996948,2.644622564315796,78.98666167259216,280.15244767069817,155.32281279563904,17.180099487304688,3.7770151495933533,0.4568861126899719,3.522012233734131
1931,0.9917334318161011,46.03813010454178,15.537140846252441,0.7515472173690796,5.148519262671471,4.895654663443565,154.86099130660295,112.92444097995758,159.8013617992401,93.39002752304077,0.0,0.0
1932,0.0,1.315382108092308,17.900229036808014,5.751446008682251,6.203726887702942,7.460282474756241,108.48153074085712,119.2900342643261,196.54649263620377,0.0,0.0,7.809772253036499
1933,8.360998153686523,17.17904382944107,4.239544816315174,18.150131478905678,47.102536737918854,511.3259765803814,222.60637766122818,230.06262835860252,298.9414945244789,65.78860187530518,0.0,1.9916230142116547
1934,21.58379328250885,1.3637620210647583,53.262214958667755,0.3023497760295868,0.0,113.67121508717537,256.92810156941414,415.00769886374474,54.08919543027878,0.0,0.0,32.191210865974426
1935,48.625667095184326,29.104435294866562,4.6526265144348145,12.047514736652374,0.22287127375602722,26.198699682950974,109.9714782088995,163.11179253458977,233.79383766651154,6.713624954223633,2.2751078009605408,19.832179486751556
1936,0.5874897241592407,21.95792156457901,10.207788929343224,6.9972310066223145,1.0823814868927002,212.07065379619598,246.06291943788528,159.19328451156616,152.3916827738285,0.5940583199262619,0.7743961215019226,56.219812363386154
1937,0.0,89.13022463023663,0.9122335314750671,19.189568996429443,5.983524419367313,42.30273899435997,151.06349577754736,56.924461245536804,188.19062173366547,2.389012336730957,0.0,10.452666997909546
1938,65.52011322975159,1.4919757843017578,0.0,2.4627275466918945,2.1506640315055847,63.89143018424511,132.69800044596195,44.481136828660965,12.371273875236511,0.16528891026973724,0.0,0.0
1939,0.0,33.84869080781937,8.39944139122963,0.0,0.0,113.0902850329876,87.78464087098837,48.65594056248665,100.82451090216637,0.0,0.0,0.0
1940,41.68683326244354,47.91063165664673,7.7723236083984375,0.21164485812187195,0.0,11.871852159500122,97.60514044761658,351.9211968779564,8.136487007141113,0.0,0.0,0.0
1941,63.15314272046089,19.17531108856201,0.0,0.0,11.973244667053223,95.4643175303936,20.719244867563248,137.74891436100006,30.148255348205566,0.0,0.0,1.7733872830867767
1942,7.023149520158768,42.886396646499634,0.0,1.4454675614833832,14.63800984621048,24.424107119441032,379.40195071697235,201.68533290922642,153.47332960367203,0.0,0.0,8.015776216983795
1943,10.234061896800995,0.0,0.22343310713768005,4.211804628372192,5.932374954223633,68.08026552200317,250.11848966777325,161.5155230462551,111.67232522368431,0.0,0.0,0.0
1944,35.89786517620087,37.702761083841324,51.884716153144836,48.946799263358116,0.0,51.96815997362137,279.50203907489777,119.53528843820095,88.11270862817764,58.24779486656189,0.0,0.31201979517936707
1945,38.14899718761444,0.0,0.0,1.1806672811508179,15.62252639234066,5.564995467662811,183.29584673047066,194.60253623127937,326.88614079356194,20.06315690279007,0.0,0.0
1946,0.0,31.135852426290512,0.0,5.782607316970825,23.886529430747032,74.96545526385307,306.1919486820698,139.21981102228165,54.406909704208374,1.103212833404541,0.14884912967681885,3.5527111291885376
1947,1.1126165091991425,4.148839086294174,7.211525738239288,0.0,12.296338558197021,1.4139458686113358,89.20008119940758,144.19575041532516,231.8912928402424,0.0,0.0,4.382683753967285
1948,50.95186832547188,35.52435865998268,33.389689445495605,0.0,4.640519708395004,0.9293838441371918,191.56797349452972,435.0912526845932,70.19109177589417,23.998362869024277,0.0,6.377779006958008
1949,1.0230519771575928,49.11440609395504,9.605433464050293,0.8308317065238953,17.58747935295105,11.516053810715675,443.9817980378866,91.86840938031673,99.8774995058775,0.22559943795204163,0.0,0.0
1950,21.475003719329834,2.7481709420681,25.658591076731682,0.0,0.8264445662498474,39.056963205337524,354.01522278785706,268.4246180653572,224.89795099198818,0.0,0.0,0.0
1951,19.7210593521595,0.0,60.192400470376015,21.720382869243622,0.605420395731926,12.817865371704102,190.3623389005661,174.47009813785553,129.9324517250061,1.1714388132095337,54.46767044067383,0.0
1952,13.211705282330513,29.46015477180481,64.38908690214157,6.098220378160477,19.78192448616028,54.5267299413681,98.08959245681763,347.4324504137039,0.0,0.0,0.0,1.4653498828411102
1953,52.975790083408356,0.13824447989463806,0.0,8.801886320114136,0.6438816785812378,27.3431416451931,204.41078600287437,136.00417551398277,27.025534510612488,1.7129968106746674,0.0,0.0
1954,38.44175887107849,111.72995290160179,40.62955856323242,0.0,2.094371736049652,15.329691544175148,261.3467935025692,50.65331391990185,39.62057030200958,211.2476987838745,0.0,0.0
1955,38.00603622198105,0.4379829466342926,13.870525121688843,5.7206897139549255,4.2329626977443695,46.26211965084076,192.16836023330688,180.53611901402473,253.5016199797392,130.14288675785065,0.0,0.0
1956,30.346344470977783,1.3143402338027954,8.00036209821701,1.1674734950065613,0.0,24.992969512939453,273.51382994651794,167.99296939373016,28.453867077827454,338.97459173202515,3.053336441516876,0.2591240108013153
1957,91.22442150115967,0.0,53.97738969326019,2.415383443236351,0.0,34.09932994842529,267.45601238310337,112.1873510479927,334.8181601911783,28.0099236369133,2.7845940589904785,14.312711834907532
1958,4.967582821846008,0.0,6.233123779296875,19.692663192749023,2.4647183418273926,45.03902244567871,293.95536901056767,360.16870798170567,346.7255162447691,32.358935207128525,0.6649079322814941,2.405465006828308
1959,42.07703372836113,3.154653273522854,1.0968382954597473,0.0,10.048283316195011,37.76319885253906,75.38008990883827,178.99772784113884,65.23517841100693,2.804877430200577,6.884540319442749,0.0
1960,10.093777120113373,0.0,42.96501338481903,3.6860008239746094,0.3600507378578186,50.55302420258522,376.3635341525078,275.01605200767517,10.040466904640198,96.59493446350098,0.0,0.11645391583442688
1961,29.55720552802086,36.89519980549812,0.0,12.638539105653763,17.464611172676086,98.00406646728516,266.6243380308151,416.16900086402893,96.16661256551743,67.7032650411129,0.0,7.6068116426467896
1962,31.145853593945503,6.309637725353241,7.929667413234711,6.801686137914658,19.790297992527485,60.674859166145325,294.02785563468933,280.0445607304573,170.5385397747159,0.9328464865684509,1.0732368230819702,19.464277744293213
1963,0.0,5.7873969078063965,3.5557852387428284,1.099428467452526,9.717156514525414,65.2115870565176,45.63320329785347,398.96408265829086,362.65169763565063,0.0,8.962704733014107,24.943917274475098
1964,0.12033571302890778,0.14492537081241608,0.11645391583442688,2.473222255706787,24.70479689538479,0.4440888464450836,538.2346733808517,342.8335187584162,352.1225414276123,0.0,0.0,22.293320894241333
1965,11.221079990267754,8.498180389404297,0.7507201880216599,15.320461511611938,1.9570878148078918,1.66746374219656,168.87517453730106,398.6103035211563,100.14328902959824,3.1229288578033447,0.0,0.0
1966,6.361344337463379,16.731708973646164,0.0,0.5438944697380066,53.22733163833618,189.6294821202755,110.7919482588768,385.2361686229706,74.88610339164734,7.1487250328063965,0.3059535622596741,0.0
1967,0.0,0.0,33.76925581693649,0.0,0.0,10.867030084133148,241.51005706191063,590.3513630032539,166.0053000897169,1.481459379196167,10.558147102594376,60.69175313413143
1968,12.929160848259926,10.30966067314148,14.632769085466862,0.16649121046066284,1.7862501591444016,22.841933399438858,264.59318582713604,177.9859858751297,9.64377024769783,0.4869468957185745,0.0,0.0
1969,2.068277284502983,1.4699809551239014,15.389780879020691,0.2425459325313568,8.354839265346527,12.061796560883522,266.11657379567623,159.78846764564514,197.57590617239475,0.0,0.0,0.0
1970,55.404526591300964,47.970893144607544,20.810286045074463,0.0,9.233271569013596,84.72119055688381,43.197057992219925,202.20080801844597,122.02922508120537,7.579652562737465,0.0,0.0
1971,10.095201432704926,17.052861094474792,0.0,2.3278462886810303,23.165024623274803,34.41967988014221,90.70912277698517,306.46976858377457,135.25438499450684,6.176158063113689,0.0,0.0
1972,6.254404306411743,18.157745525240898,1.6369330883026123,3.14119815826416,0.0,5.6843801736831665,192.24203819036484,196.47540363669395,25.567134618759155,3.237065076828003,17.50960350036621,2.728221893310547
1973,8.040979355573654,5.513469398021698,0.0,0.0,17.64199686050415,9.669741928577423,202.56257420778275,181.74840177595615,80.19851756095886,13.55635118484497,0.0,4.049401342868805
1974,0.0,0.0,0.0,0.6365851163864136,2.079581081867218,5.698994278907776,347.68699008226395,115.95188090205193,6.715097650885582,21.406956911087036,0.0,9.755988955497742
1975,10.183385133743286,10.990696907043457,8.764783933758736,0.0,1.004684031009674,131.9990895986557,353.57858480513096,389.6618314385414,314.06180404126644,6.521723508834839,0.0,0.0
1976,0.0,7.394223868846893,3.6017037332057953,2.392319679260254,22.84037709236145,57.15917879343033,250.44968388974667,191.49859134852886,6.296676993370056,0.0,0.0,0.28201383352279663
1977,13.785932466387749,0.2350115031003952,1.638144500553608,24.608028054237366,16.505188703536987,76.23925989866257,311.66501474380493,55.72437405586243,83.77990740537643,16.39087802171707,0.0,8.601580262184143
1978,0.0,27.938437074422836,35.70897737145424,4.368052124977112,2.2325121760368347,91.3367625772953,187.808581918478,525.1628078073263,230.57667843997478,3.5637739300727844,0.0,0.0
1979,25.39670017361641,23.28060109913349,29.22600144147873,4.220679879188538,9.66346225142479,87.51252329349518,142.9986481666565,38.93656177818775,41.64108216762543,6.973928213119507,0.0,1.019075259566307
1980,0.5540811419487,1.0369002670049667,3.1981111466884613,0.0,3.8083176612854004,79.5226472467184,60.1681227684021,89.29141364246607,31.348237842321396,15.7905832529068,0.3078259527683258,7.411146283149719
1981,20.841568380594254,5.3011182099580765,7.945378348231316,0.0,13.270708367228508,67.2984688282013,157.02736166119576,64.90702051669359,32.80891190469265,0.0,22.64009600877762,0.39773932099342346
1982,7.329491436481476,1.5102082788944244,73.41040307283401,28.84645377099514,78.72018393874168,64.47598373889923,73.25706785917282,199.93231973052025,0.0,6.095204532146454,0.12928801774978638,4.224488914012909
1983,43.24518597126007,8.622749924659729,7.310668587684631,163.26888418197632,22.593887269496918,28.210590660572052,249.7967071533203,307.23016139119864,106.73878687620163,33.77872586250305,0.0,2.23974609375
1984,4.929626941680908,3.4783027172088623,0.0,4.767828643321991,4.960826873779297,17.911929488182068,198.74406725168228,325.98045843839645,112.67224484682083,0.0,0.11586224287748337,0.0
